School Name,School Type,School Level,School Language,Grade Range,Street,Municipality,City,Province,Postal Code,School Website,Latitude,Longitude
Monsignor J E Ronan Catholic School,Catholic,Elementary,English,JK-8,10 Lily St E,"New Tecumseth, Town of",Beeton,Ontario,L0G1A0,http://mro.schools.smcdsb.on.ca,44.0917,-79.7875
Monsignor Lee Separate School,Catholic,Elementary,English,JK-8,14 Fitton's Rd E,"Orillia, City of",Orillia,Ontario,L3V2H9,http://mle.schools.smcdsb.on.ca,44.61728,-79.4222
Monsignor Michael O'Leary School,Catholic,Elementary,English,JK-8,2 Tamarack Trail,"Bracebridge, Town of",Bracebridge,Ontario,P1L1Z2,http://mmo.schools.smcdsb.on.ca,45.0455,-79.3311
Notre Dame Catholic School,Catholic,Elementary,English,JK-8,140 Atlantis Drive,"Orillia, City of",Orillia,Ontario,L3V0A8,http://nod.schools.smcdsb.on.ca/cms/One.aspx,44.6112,-79.4633
Our Lady of Grace School,Catholic,Elementary,English,JK-8,24 Roth St,"Essa, Township of",Angus,Ontario,L0M1B2,http://olg.schools.smcdsb.on.ca,44.32567,-79.8859
Our Lady of Lourdes Separate School,Catholic,Elementary,English,JK-8,34 Kerr Street,"Springwater, Township of",Elmvale,Ontario,L0L1P0,http://oll.schools.smcdsb.on.ca,44.58631,-79.8631
Our Lady of the Bay Catholic High School,Catholic,Secondary,English,9-12,160 Collins St,"Collingwood, Town of",Collingwood,Ontario,L9Y4R1,http://jva.schools.smcdsb.on.ca,44.4898,-80.2073
Patrick Fogarty Catholic Secondary School,Catholic,Secondary,English,9-12,15 Commerce Road,"Orillia, City of",Orillia,Ontario,L3V0Z2,http://pfo.schools.smcdsb.on.ca,44.62628,-79.4317
Sacred Heart School,Catholic,Elementary,English,JK-8,241 Elizabeth Street,"Midland, Town of",Midland,Ontario,L4R1Y5,http://sht.schools.smcdsb.on.ca,44.7531,-79.8728
Saint Gabriel the Archangel Catholic School,Catholic,Elementary,English,JK-8,130 Prince William Way,"Barrie, City of",Barrie,Ontario,L4M7G4,http://sga.schools.smcdsb.on.ca/cms/One.aspx,44.35903,-79.6114
Saint Mary's School,Catholic,Elementary,English,JK-8,36 Silverwood Dr,"Huntsville, Town of",Huntsville,Ontario,P1H1N1,http://smh.schools.smcdsb.on.ca/cms/One.aspx,45.3298,-79.2372
Sister Catherine Donnelly Catholic School,Catholic,Elementary,English,JK-8,123 Hanmer St E,"Barrie, City of",Barrie,Ontario,L4M6W2,http://scd.schools.smcdsb.on.ca/cms/One.aspx,44.4196,-79.7044
St Angela Merici Catholic Elementary School,Catholic,Elementary,English,JK-8,109 West Park Ave,"Bradford West Gwillimbury, Town of",Bradford,Ontario,L3Z3H9,http://sam.schools.smcdsb.on.ca,44.10112,-79.5867
St Ann's Separate School,Catholic,Elementary,English,JK-8,5 Dunlop St,"Penetanguishene, Town of",Penetanguishene,Ontario,L9M1J2,http://san.schools.smcdsb.on.ca/cms/One.aspx,44.7732,-79.9208
St Antoine Daniel Catholic School,Catholic,Elementary,English,JK-8,460 Park St,"Tay, Township of",Victoria Harbour,Ontario,L0K2A0,http://sda.schools.smcdsb.on.ca/cms/One.aspx,44.7464,-79.7613
St Bernadette Elementary School,Catholic,Elementary,English,JK-8,101 Marsellus Dr,"Barrie, City of",Barrie,Ontario,L4N8R6,http://ber.schools.smcdsb.on.ca/cms/One.aspx,44.33273,-79.7218
St Bernard's Separate School,Catholic,Elementary,English,JK-8,255 Oxford St,"Orillia, City of",Orillia,Ontario,L3V1H6,http://sbe.schools.smcdsb.on.ca,44.60126,-79.3956
St Catherine of Siena School,Catholic,Elementary,English,JK-8,111 Summerset Dr,"Barrie, City of",Barrie,Ontario,L4N0A6,http://cat.schools.smcdsb.on.ca/cms/One.aspx,44.3572,-79.724
St Cecilia Catholic School,Catholic,Elementary,English,JK-8,100 Willoughby Way,"Tecumseh, Town of",Alliston,Ontario,L9R0P4,,44.16083,-79.79198
St Charles School,Catholic,Elementary,English,JK-8,691 Simcoe Road,"Bradford West Gwillimbury, Town of",Bradford,Ontario,L3Z4B4,http://sch.schools.smcdsb.on.ca,44.09327,-79.5667
St Dominic Catholic Secondary School,Catholic,Secondary,English,9-12,955 Cedar Lane,"Bracebridge, Town of",Bracebridge,Ontario,P1L0A1,http://dom.schools.smcdsb.on.ca,45.048,-79.2958
St Francis of Assisi Elementary School,Catholic,Elementary,English,JK-8,1067 Anna Maria Ave,"Innisfil, Town of",Innisfil,Ontario,L9S1W2,http://sfa.schools.smcdsb.on.ca,44.3035,-79.5513
St James Separate School,Catholic,Elementary,English,JK-8,7332 St James Lane,"Adjala-Tosorontio, Township of",Tottenham,Ontario,L0G1W0,http://sja.schools.smcdsb.on.ca,44.0269,-79.848
St Jean de Brebeuf Separate School,Catholic,Elementary,English,JK-8,151 Miller Park Ave,"Bradford West Gwillimbury, Town of",Bradford,Ontario,L3Z2K3,http://sjb.schools.smcdsb.on.ca/cms/One.aspx,44.1089,-79.5748
St Joan of Arc High School,Catholic,Secondary,English,9-12,460 Mapleton Ave,"Barrie, City of",Barrie,Ontario,L4N9C2,http://joa.schools.smcdsb.on.ca/cms/One.aspx,44.3498,-79.7334
St John Vianney Separate School,Catholic,Elementary,English,JK-8,393 Innisfil St,"Barrie, City of",Barrie,Ontario,L4N3G7,http://sjv.schools.smcdsb.on.ca,44.3671,-79.6915
St Joseph's Separate School,Catholic,Secondary,English,9-12,243 Cundles Rd E,"Barrie, City of",Barrie,Ontario,L4M6L1,http://sjo.schools.smcdsb.on.ca,44.41307,-79.6839
St Marguerite d'Youville Elementary School,Catholic,Elementary,English,JK-8,87 Hanmer Street,"Barrie, City of",Barrie,Ontario,L4N7H6,http://mdy.schools.smcdsb.on.ca/cms/One.aspx,44.4122,-79.7182
St Marys - Barrie Separate School,Catholic,Elementary,English,JK-8,340 Leacock Drive,"Barrie, City of",Barrie,Ontario,L4N6J8,http://smb.schools.smcdsb.on.ca/cms/One.aspx,44.3863,-79.7195
St Marys - Collingwood Separate School,Catholic,Elementary,English,JK-8,18 Saunders Street,"Collingwood, Town of",Collingwood,Ontario,L9Y0G2,http://smc.schools.smcdsb.on.ca/cms/One.aspx,44.4812,-80.2227
St Michael the Archangel Catholic Elementary School,Catholic,Elementary,English,JK-8,349 Big Bay Point Rd,"Barrie, City of",Barrie,Ontario,L4N8A2,http://mac.schools.smcdsb.on.ca/cms/One.aspx,44.35372,-79.6598
St Monicas Separate School,Catholic,Elementary,English,JK-8,90 Steel St,"Barrie, City of",Barrie,Ontario,L4M2E9,http://smo.schools.smcdsb.on.ca/cms/One.aspx,44.4026,-79.6659
St Nicholas School,Catholic,Elementary,English,JK-8,100 Lougheed Rd,"Barrie, City of",Barrie,Ontario,L4N8E1,http://nic.schools.smcdsb.on.ca,44.3225,-79.7288
St Noel Chabanel Catholic Elementary School,Catholic,Elementary,English,JK-8,425 Ramblewood Dr,"Wasaga Beach, Town of",Wasaga Beach,Ontario,L9Z1P3,http://snc.schools.smcdsb.on.ca/cms/One.aspx,44.4619,-80.091
St Paul's Separate School,Catholic,Elementary,English,JK-8,100 James A Mccague Avenue,"New Tecumseth, Town of",Alliston,Ontario,L9R0G5,http://spa.schools.smcdsb.on.ca/cms/One.aspx,44.16496,-79.8685
St Peter the Apostle School,Catholic,Elementary,English,JK-8,15 Silver Birch Court,"Parry Sound, Town of",Parry Sound,Ontario,P2A0A8,http://spe.schools.smcdsb.on.ca/cms/One.aspx,45.35919,-80.0199
St Peter's Secondary School,Catholic,Secondary,English,9-12,201 Ashford Dr,"Barrie, City of",Barrie,Ontario,L4N6A3,http://www.smcdsb.on.ca/pet,44.3549,-79.6398
St Theresa's Separate School,Catholic,Secondary,English,9-12,347 Galloway Blvd,"Midland, Town of",Midland,Ontario,L4R5B2,http://www.smcdsb.on.ca/sth/,44.7397,-79.8707
St Thomas Aquinas Catholic Secondary School,Catholic,Secondary,English,9-12,2 Nolan Rd,"New Tecumseth, Town of",Tottenham,Ontario,L0G1W0,http://www.smcdsb.on.ca/sts/,44.0351,-79.8087
St. André Bessette Catholic School,Catholic,Elementary,English,JK-8,1435 MCMASTER AVE,"Innisfil, Town of",INNISFIL,Ontario,L0L1K0,,44.25494,-79.56171
St. John Paul II Separate School,Catholic,Elementary,English,JK-8,211 Ashford Dr,"Barrie, City of",Barrie,Ontario,L4N6A3,http://pjp.schools.smcdsb.on.ca,44.3563,-79.6397
St. Marie of the Incarnation Separate School,Catholic,Elementary,English,JK-8,105 Colborne St,"Bradford West Gwillimbury, Town of",Bradford,Ontario,L3Z1C4,http://mai.schools.smcdsb.on.ca,44.1193,-79.5609
St. Teresa of Calcutta Catholic School,Catholic,Elementary,English,JK-8,110 Northgate Dr,"Bradford West Gwillimbury, Town of",Bradford,Ontario,L3Z2Z7,http://mtb.schools.smcdsb.on.ca/cms/One.aspx,44.12,-79.5748
The Good Shepherd Catholic School,Catholic,Elementary,English,JK-8,23 Cloughley Dr,"Barrie, City of",Barrie,Ontario,L4N7Y3,http://www.smcdsb.on.ca/gsh/,44.3914,-79.7399
Christ the King Catholic School,Catholic,Elementary,English,JK-8,227 Thomas Ave,"Chatham-Kent, Municipality of",Wallaceburg,Ontario,N8A2B9,http://www.st-clair.net/ctk/,42.59912,-82.3702
Good Shepherd Catholic School,Catholic,Elementary,English,JK-8,4 Edith St,"Chatham-Kent, Municipality of",Thamesville,Ontario,N0P2K0,http://www.st-clair.net/gst/,42.55719,-81.9771
Gregory A Hogan Catholic School,Catholic,Elementary,English,JK-8,900 The Rapids Parkway,"Sarnia, City of",Sarnia,Ontario,N7S6K2,http://www.st-clair.net/gah/,42.9955,-82.349465
Holy Family Catholic School,Catholic,Elementary,English,JK-8,649 Murray St,"Chatham-Kent, Municipality of",Wallaceburg,Ontario,N8A1W1,http://www.st-clair.net/hfw/,42.58495,-82.3795
Holy Rosary Catholic School,Catholic,Elementary,English,JK-8,715 London St,"Plympton-Wyoming, Town of",Wyoming,Ontario,N0N1T0,http://www.st-clair.net/hrw/,42.95506,-82.1202
Holy Trinity Catholic School,Catholic,Elementary,English,JK-8,60 Lorne Cr,"Sarnia, City of",Sarnia,Ontario,N7S0C3,http://www.st-clair.net/hts/,42.9693,-82.3724
Monsignor Uyen Catholic School,Catholic,Elementary,English,JK-8,545 Baldoon Rd,"Chatham-Kent, Municipality of",Chatham,Ontario,N7L5A9,http://www.st-clair.net/muc/,42.41017,-82.22058
Sacred Heart Catholic School,Catholic,Elementary,English,JK-8,1411 Lecaron Ave,"Sarnia, City of",Sarnia,Ontario,N7V3J1,http://www.st-clair.net/shs/,43.00614,-82.3901
Sacred Heart Catholic School,Catholic,Elementary,English,JK-8,434 John St,"St. Clair, Township of",Port Lambton,Ontario,N0P2B0,http://www.st-clair.net/shp/,42.6577,-82.5
St Anne Catholic School,Catholic,Elementary,English,JK-8,1000 The Rapids Pkwy,"Sarnia, City of",Sarnia,Ontario,N7S6K3,http://www.st-clair.net/sas/,42.9956,-82.3505
St Anne Catholic School,Catholic,Elementary,English,JK-8,183 Snow Ave,"Chatham-Kent, Municipality of",Blenheim,Ontario,N0P1A0,http://www.st-clair.net/sab/,42.32822,-81.9938
St Elizabeth Catholic School,Catholic,Elementary,English,JK-8,1350 Bertha St,"Chatham-Kent, Municipality of",Wallaceburg,Ontario,N8A3K4,http://www.st-clair.net/sew/,42.59725,-82.4
St John Fisher Catholic School,Catholic,Elementary,English,JK-8,44 Main St,"Lambton Shores, Municipality of",Forest,Ontario,N0N1J0,http://www.st-clair.net/sjf/,43.1016,-82.0005
St Joseph Catholic School,Catholic,Elementary,English,JK-8,535 Birchbank Drive,"Sarnia, City of",Corunna,Ontario,N0N1G0,http://www.st-clair.net/jco/,42.8763,-82.4371
St Joseph Catholic School,Catholic,Elementary,English,JK-8,43 St Clair St,"Chatham-Kent, Municipality of",Tilbury,Ontario,N0P2L0,http://www.st-clair.net/jti/,42.2594,-82.4391
St Matthew Catholic School,Catholic,Elementary,English,JK-8,720 Elm Ave,"Sarnia, City of",Sarnia,Ontario,N7T4H3,http://www.st-clair.net/sms,42.97229,-82.3819
St Michael Catholic School,Catholic,Elementary,English,JK-8,25 Maple St S,"Chatham-Kent, Municipality of",Ridgetown,Ontario,N0P2C0,http://www.st-clair.net/mri/,42.4331,-81.8896
St Michael Catholic School,Catholic,Elementary,English,JK-8,1930 Wildwood Dr,"Sarnia, City of",Bright's Grove,Ontario,N0N1C0,http://www.st-clair.net/mbg/,43.02866,-82.2625
St Patrick's Catholic High School,Catholic,Secondary,English,9-12,1001 The Rapids Pkwy,"Sarnia, City of",Sarnia,Ontario,N7S6K2,http://www.st-clair.net/sph/,42.9949,-82.3515
St Peter Canisius Catholic School,Catholic,Elementary,English,JK-8,424 Victoria St,"Warwick, Township of",Watford,Ontario,N0M2S0,http://www.st-clair.net/spc/,42.9526,-81.8831
St Philip Catholic School,Catholic,Elementary,English,JK-8,420 Queen St,"Petrolia, Town of",Petrolia,Ontario,N0N1R0,http://www.st-clair.net/spp/,42.88067,-82.1507
St. Angela Merici Catholic School,Catholic,Elementary,English,JK-8,801 McNaughton Avenue West,"Chatham-Kent, Municipality of",Chatham,Ontario,N7L5P7,https://sam.sccdsb.net/,42.399037,-82.225453
St. Teresa of Calcutta Catholic School,Catholic,Elementary,English,JK-8,601 Tweedsmuir Avenue,"Chatham-Kent, Municipality of",Chatham,Ontario,N7M6H4,,42.37835,-82.19301
Ursuline College Chatham Catholic Secondary School,Catholic,Secondary,English,9-12,85 Grand Ave W,"Chatham-Kent, Municipality of",Chatham,Ontario,N7L1B6,http://www.st-clair.net/ucc/,42.40662,-82.1941
Bishop Alexander Carter Catholic Secondary School,Catholic,Secondary,English,9-12,539 Francis Street,"Greater Sudbury, City of",Hanmer,Ontario,P3P1E6,http://baccss.scdsb.edu.on.ca/,46.65692,-80.9674
Bishop Alexander Carter Elementary Schoo,Catholic,Elementary,English,7-8,539 St. Michel,"Greater Sudbury, City of",Sudbury,Ontario,P3P1E6,https://baccss.sudburycatholicschools.ca/,46.65682315,-80.96674548
Holy Cross Catholic School School,Catholic,Elementary,English,JK-6,2997 ALGONQUIN RD,"Greater Sudbury, City of",SUDBURY,Ontario,P3E4X5,http://www.scdsb.edu.on.ca/schools/schools.php,46.43375,-80.9826
Holy Trinity School,Catholic,Elementary,English,JK-6,1945 Hawthorne Drive,"Greater Sudbury, City of",Sudbury,Ontario,P3A0C1,holytrinity.sudburycatholicschools.ca,46.516,-80.927
Immaculate Conception Catholic School,Catholic,Elementary,English,JK-6,1748 Pierre Street,"Greater Sudbury, City of",Val Caron,Ontario,P3N1C5,http://immaculate.scdsb.edu.on.ca/,46.61219,-81.0127
Marymount Academy Catholic School,Catholic,Secondary,English,9-12,165 D'Youville Street,"Greater Sudbury, City of",Sudbury,Ontario,P3C5E7,http://marymount.scdsb.edu.on.ca/,46.49652,-80.9948
Marymount Elementary Academy,Catholic,Elementary,English,7-8,165 D'Youville Street,"Greater Sudbury, City of",Sudbury,Ontario,P3C5E7,http://marymount.scdsb.edu.on.ca/,46.49652,-80.9948
Pius XII Catholic School,Catholic,Elementary,English,JK-8,44 Third Avenue,"Greater Sudbury, City of",Sudbury,Ontario,P3B3P8,http://piusxii.scdsb.edu.on.ca/,46.49141,-80.9293
St Anne Separate School,Catholic,Elementary,English,JK-8,4500 St Michel Street,"Greater Sudbury, City of",Hanmer,Ontario,P3P1M8,http://st-anne.scdsb.edu.on.ca/,46.65218,-80.934
St Benedict Catholic Secondary School,Catholic,Secondary,English,9-12,2993 Algonquin Road,"Greater Sudbury, City of",Sudbury,Ontario,P3E6K2,http://st-benedict.scdsb.edu.on.ca/,46.43514,-80.9845
St Charles Catholic School,Catholic,Elementary,English,JK-8,26 Charlotte Street,"Greater Sudbury, City of",Chelmsford,Ontario,P0M1L0,http://st-charles.scdsb.edu.on.ca/,46.58218,-81.1897
St Charles College,Catholic,Secondary,English,9-12,1940 Hawthorne Drive,"Greater Sudbury, City of",Sudbury,Ontario,P3A1M8,http://scc.sudburycatholicschools.ca,46.51773,-80.9268
St David Catholic School,Catholic,Elementary,English,JK-8,549 Frood Road,"Greater Sudbury, City of",Sudbury,Ontario,P3C5A2,http://st-david.scdsb.edu.on.ca/,46.50262,-81.008
St Francis Catholic School,Catholic,Elementary,English,JK-6,691 Lilac Street,"Greater Sudbury, City of",Sudbury,Ontario,P3E4E2,http://st-francis.scdsb.edu.on.ca/,46.47762,-81.0134
St James Catholic School,Catholic,Elementary,English,JK-8,280 Anderson Drive,"Greater Sudbury, City of",Lively,Ontario,P3Y1M8,http://st-james.scdsb.edu.on.ca/,46.43064,-81.1485
St John Catholic School,Catholic,Elementary,English,JK-8,181 William Street,"Greater Sudbury, City of",Garson,Ontario,P3L1T7,http://st-john.scdsb.edu.on.ca/,46.55762,-80.8638
St Joseph Catholic School,Catholic,Elementary,English,JK-6,8 St Paul St,"Killarney, Municipality of",Killarney,Ontario,P0M2A0,http://st-joseph.scdsb.edu.on.ca/,45.97252,-81.5086
St Paul the Apostle Catholic School,Catholic,Elementary,English,JK-8,1 Edward Ave,"Greater Sudbury, City of",Coniston,Ontario,P0M1M0,http://st-paul.scdsb.edu.on.ca/index.php,46.49429,-80.8506
St. Benedict Elementary Catholic School,Catholic,Elementary,English,7-8,2993 Algonquin Road,"Greater Sudbury, City of",Sudbury,Ontario,P3E6K2,http://www.scdsb.edu.on.ca/schools/schools.php,46.43572,-80.9842
St. Charles College Elementary,Catholic,Elementary,English,7-8,1940 Hawthorne Drive,"Greater Sudbury, City of",Sudbury,Ontario,P3A1M8,scc.sudburycatholicschools.ca,46.51777,-80.9271
Holy Angels Separate School,Catholic,Elementary,English,JK-8,210 Winnipeg St,"Schreiber, Township of",Schreiber,Ontario,P0T2S0,http://www.sncdsb.on.ca/article/holy-angels-school--schreiber-on-65.asp,48.80448,-87.2689
Holy Saviour,Catholic,Elementary,English,JK-8,23 Penn Lake Rd,"Marathon, Town of",Marathon,Ontario,P0T2E0,http://www.sncdsb.on.ca/article/holy-saviour-school--marathon-on-63.asp,48.7229,-86.3688
Our Lady of Fatima Separate School,Catholic,Elementary,English,JK-8,113 Indian Rd,"Greenstone, Municipality of",Longlac,Ontario,P0T2A0,http://www.sncdsb.on.ca/article/our-lady-of-fatima-school--longlac-on-67.asp,49.77945,-86.5324
Our Lady of Lourdes School,Catholic,Elementary,English,JK-8,7 Flicker St,"Manitouwadge, Township of",Manitouwadge,Ontario,P0T2C0,http://www.sncdsb.on.ca/article/our-lady-of-lourdes-school--manitouwadge-on-68.asp,49.12965,-85.8378
St Edward School,Catholic,Elementary,English,JK-8,121 Greenmantle Dr,"Nipigon, Township of",Nipigon,Ontario,P0T2J0,http://www.sncdsb.on.ca/article/st-edward-school--nipigon-on-72.asp,49.00714,-88.2705
St Hilary School,Catholic,Elementary,English,JK-8,62 Salls St,"Red Rock, Township of",Red Rock,Ontario,P0T2P0,http://www.sncdsb.on.ca/article/st-hilary-school--red-rock-on-77.asp,48.94048,-88.2613
St Joseph Separate School,Catholic,Elementary,English,JK-8,308 Fourth St N,"Greenstone, Municipality of",Geraldton,Ontario,P0T1M0,http://www.sncdsb.on.ca/article/st-joseph-school--geraldton-on-78.asp,49.7285,-86.945
St Martin Catholic School,Catholic,Elementary,English,JK-8,17 Cartier Drive,"Terrace Bay, Township of",Terrace Bay,Ontario,P0T2W0,http://www.sncdsb.on.ca/article/st-martin-school--terrace-bay-on-79.asp,48.78132,-87.1044
B A Parker Public School,Public,Elementary,English,JK-8,500 Second St,"Greenstone, Municipality of",Geraldton,Ontario,P0T1M0,http://www.sgdsb.on.ca/article/ba-parker-public-school-254.asp,49.72166,-86.9554
Beardmore Public School,Public,Elementary,English,JK-8,296 Walker St,"Greenstone, Municipality of",Beardmore,Ontario,P0T1G0,http://www.sgdsb.on.ca/article/beardmore-public-school-255.asp,49.59992,-87.9625
Dorion Public School,Public,Elementary,English,JK-8,175 Dorion Loop Road RR 1,"Dorion, Township of",Dorion,Ontario,P0T1K0,http://www.sgdsb.on.ca/article/dorion-public-school-256.asp,48.78936,-88.5627
George O'Neill Public School,Public,Elementary,English,JK-8,124 Bell St,"Nipigon, Township of",Nipigon,Ontario,P0T2J0,http://www.sgdsb.on.ca/article/george-oneill-public-school-285.asp,49.01608,-88.2652
Geraldton Composite School,Public,Secondary,English,9-12,500 Second St W,"Greenstone, Municipality of",Geraldton,Ontario,P0T1M0,http://www.sgdsb.on.ca/article/geraldton-composite-high-school-264.asp,49.72188,-86.9538
Lake Superior High School,Public,Secondary,English,9-12,19 Hudson Dr,"Terrace Bay, Township of",Terrace Bay,Ontario,P0T2W0,http://lshs.sgdsb.on.ca/,48.78578,-87.1017
Manitouwadge High School,Public,Secondary,English,9-12,200 Manitou Rd W,"Manitouwadge, Township of",Manitouwadge,Ontario,P0T2C0,http://mnhs.sgdsb.on.ca,49.11746,-85.8419
Manitouwadge Public School,Public,Elementary,English,JK-8,21 Wenonah Dr,"Manitouwadge, Township of",Manitouwadge,Ontario,P0T2C0,http://www.sgdsb.on.ca/article/manitouwadge-public-school-258.asp,49.12504,-85.8341
Marathon High School,Public,Secondary,English,9-12,14 Hemlo Dr,"Marathon, Town of",Marathon,Ontario,P0T2E0,http://mrhs.sgdsb.on.ca/,48.71794,-86.372
Margaret Twomey Public School,Public,Elementary,English,JK-8,21 Chisholm Trail,"Marathon, Town of",Marathon,Ontario,P0T2E0,http://mtps.sgdsb.on.ca/,48.70825,-86.3614
Marjorie Mills Public School,Public,Elementary,English,JK-8,99 Indian Rd,"Greenstone, Municipality of",Longlac,Ontario,P0T2A0,http://www.sgdsb.on.ca/article/marjorie-mills-public-school-260.asp,49.77952,-86.5335
Nakina Public School,Public,Elementary,English,JK-8,214 North Ave.,"Greenstone, Municipality of",Nakina,Ontario,P0T2H0,http://www.sgdsb.on.ca/article/nakina-public-school-316.asp,50.18018,-86.7102
Nipigon Red Rock District High School,Public,Secondary,English,9-12,20 Frost St,"Red Rock, Township of",Red Rock,Ontario,P0T2P0,http://www.sgdsb.on.ca/article/nipigonred-rock-district-high-school-268.asp,48.93779,-88.2602
Schreiber Public School,Public,Elementary,English,JK-8,301 Ontario St,"Schreiber, Township of",Schreiber,Ontario,P0T2S0,http://www.sgdsb.on.ca/article/schreiber-public-school-262.asp,48.80874,-87.2666
Terrace Bay Public School,Public,Elementary,English,JK-8,9 Selkirk Ave,"Terrace Bay, Township of",Terrace Bay,Ontario,P0T2W0,http://www.sgdsb.on.ca/article/terrace-bay-public-school-263.asp,48.78637,-87.0976
A B Lucas Secondary School,Public,Secondary,English,9-12,656 Tennent Ave,"London, City of",London,Ontario,N5X1L8,http://www.tvdsb.ca/Lucas.cfm,43.03296,-81.247
A J Baker Public School,Public,Elementary,English,JK-8,195910 19th Line,"Zorra, Township of",Kintore,Ontario,N0M2C0,http://www.tvdsb.ca/Baker.cfm,43.13815,-81.0291
Aberdeen Public School,Public,Elementary,English,JK-8,580 Grey St,"London, City of",London,Ontario,N6B1H8,http://www.tvdsb.ca/Aberdeen.cfm,42.98143,-81.23
Adelaide - W G MacDonald Public School,Public,Elementary,English,JK-8,29059 School Road,"Adelaide-Metcalfe, Township of",Strathroy,Ontario,N7G3H6,http://www.tvdsb.ca/Adelaide.cfm,43.00398,-81.6765
Aldborough Public School,Public,Elementary,English,JK-8,11443 Furnival Rd,"West Elgin, Municipality of",Rodney,Ontario,N0L2C0,http://www.tvdsb.ca/Aldborough.cfm,42.55637,-81.6692
Algonquin Public School,Public,Elementary,English,JK-8,59 Algonquin Rd,"Woodstock, City of",Woodstock,Ontario,N4T1R8,http://www.tvdsb.ca/Algonquin.cfm,43.15131,-80.7335
Annandale Public School,Public,Elementary,English,JK-8,60 Tillson Ave,"Tillsonburg, Town of",Tillsonburg,Ontario,N4G3A1,http://www.tvdsb.ca/AnnandaleSchool.cfm,42.86467,-80.7223
Arthur Ford Public School,Public,Elementary,English,JK-8,617 Viscount Rd,"London, City of",London,Ontario,N6J2Y4,http://www.tvdsb.ca/ArthurFord.cfm,42.95263,-81.2687
Arthur Stringer Public School,Public,Elementary,English,JK-8,43 Shaftesbury Ave,"London, City of",London,Ontario,N6C2Y5,http://www.tvdsb.ca/ArthurStringer.cfm,42.94888,-81.2078
Arthur Voaden Secondary School,Public,Secondary,English,9-12,41 Flora St,"St. Thomas, City of",St Thomas,Ontario,N5P2X5,http://www.tvdsb.ca/ArthurVoaden.cfm,42.78053,-81.1883
Ashley Oaks Public School,Public,Elementary,English,JK-8,121 Ashley Cres,"London, City of",London,Ontario,N6E3W2,http://www.tvdsb.ca/AshleyOaksPS.cfm,42.93706,-81.2424
B Davison Secondary School Secondary School,Public,Secondary,English,9-12,785 Trafalgar St,"London, City of",London,Ontario,N5Z1E6,http://sites.tvdsb.ca/bdavison.cfm,42.97768,-81.2199
Blenheim District Public School,Public,Elementary,English,JK-8,32 Wilmot Street,"Blandford-Blenheim, Township of",Drumbo,Ontario,N0J1G0,http://www.tvdsb.ca/BlenheimDistrict.cfm,43.23622,-80.5502
Bonaventure Meadows Public School,Public,Elementary,English,JK-8,141 Bonaventure Dr,"London, City of",London,Ontario,N5V4S6,http://www.tvdsb.ca/Bonaventure.cfm,43.00551,-81.1557
Byron Northview Public School,Public,Elementary,English,JK-8,1370 Commissioners Rd W,"London, City of",London,Ontario,N6K1E1,http://www.tvdsb.ca/ByronNorthview.cfm,42.96121,-81.3384
Byron Somerset Public School,Public,Elementary,English,JK-8,175 Whisperwood Ave,"London, City of",London,Ontario,N6K4C6,http://www.tvdsb.ca/ByronSomerset.cfm,42.94686,-81.3256
Byron Southwood Public School,Public,Elementary,English,JK-8,1379 Lola St,"London, City of",London,Ontario,N6K3R6,http://www.tvdsb.ca/ByronSouthwood.cfm,42.95067,-81.3337
C C Carrothers Public School,Public,Elementary,English,JK-8,360 Chippendale Cres,"London, City of",London,Ontario,N5Z3G2,http://www.tvdsb.ca/Carrothers.cfm,42.96261,-81.2093
Caradoc North School,Public,Elementary,English,JK-8,8041 Scotchmere Dr RR 1,"Strathroy-Caradoc, Municipality of",Strathroy,Ontario,N7G3H3,http://www.tvdsb.ca/CaradocNorth.cfm,42.93266,-81.5823
Caradoc Public School,Public,Elementary,English,JK-8,714 Bowan Street,"Strathroy-Caradoc, Municipality of",Mount Brydges,Ontario,N0L1W0,http://www.tvdsb.ca/Caradoc.cfm,42.91021,-81.4918
Cedar Hollow Public School,Public,Elementary,English,JK-8,1800 Cedarhollow Blvd,"London, City of",LOndon,Ontario,N5X0C4,http://sites.tvdsb.ca/cedarhollow.cfm?subpage=149,43.0433,-81.2128
Centennial Central School,Public,Elementary,English,JK-8,14774 Medway Rd,"London, City of",Arva,Ontario,N0M1C0,http://www.tvdsb.ca/CentennialCentral.cfm,43.05862,-81.2687
Central Elgin Collegiate Institute,Public,Secondary,English,9-12,201 Chestnut St,"St. Thomas, City of",St Thomas,Ontario,N5R2B5,http://www.tvdsb.ca/CentralElgin.cfm,42.76986,-81.1741
Central Public School,Public,Elementary,English,JK-8,410 Hunter St,"Woodstock, City of",Woodstock,Ontario,N4S4G4,http://www.tvdsb.ca/CentralPS.cfm,43.131,-80.7598
Chippewa Public School,Public,Elementary,English,JK-8,1035 Chippewa Dr,"London, City of",London,Ontario,N5V2T6,http://www.tvdsb.ca/Chippewa.cfm,43.02861,-81.1962
Clara Brenton Public School,Public,Elementary,English,JK-8,1025 St Croix Ave,"London, City of",London,Ontario,N6H3X8,http://www.tvdsb.ca/ClaraBrenton.cfm,42.98009,-81.3154
Clarke Road Secondary School,Public,Secondary,English,9-12,300 Clarke Rd,"London, City of",London,Ontario,N5W5N4,http://www.tvdsb.ca/Clarke.cfm,42.9998,-81.1719
